Hakusana	Homonymia	Sanaluokka	Taivutustiedot
ajanmukaisesti		adverbi	
ajanmukaistaa		verbi	53
ajanmukaistua		verbi	52
ajanmukaisuus		substantiivi	40
ajanmÃ¤Ã¤ritys		substantiivi	
ajanottaja		substantiivi	
ajanotto		substantiivi	
ajanpeluu		substantiivi	
ajanpuute		substantiivi	
ajansÃ¤Ã¤stÃ¶		substantiivi	
ajantaju		substantiivi	
ajantasainen		adjektiivi	
ajantasaistaa		verbi	53
ajantasaistus		substantiivi	39
ajantasaisuus		substantiivi	40
ajantasajÃ¤rjestelmÃ¤		substantiivi	
ajantasakÃ¤sittely		substantiivi	
ajan tasalla		adverbi	99
ajantilaus		substantiivi	
ajantuhlaus		substantiivi	
ajanvaraus		substantiivi	
ajanvarausjÃ¤rjestelmÃ¤		substantiivi	
ajanviete		substantiivi	48*C
ajanvieteautomaatti		substantiivi	
ajanvietekirja		substantiivi	
ajanvietelehti		substantiivi	
ajanvieteohjelma		substantiivi	
ajanvietepeli		substantiivi	
ajanvietteellinen		adjektiivi	38
ajanvietto		substantiivi	
ajassa		adverbi	99
ajassaan		adverbi	99
ajastaa		verbi	53
ajastaika		substantiivi	9*D
ajastin		substantiivi	33
ajastus		substantiivi	39
ajatella		verbi	67*C
ajatelma		substantiivi	10
ajatollah		substantiivi	5
ajaton		adjektiivi	34*C
ajattaa		verbi	53*C
ajattelematon		adjektiivi	34*C
ajattelemattomasti		adverbi	99
ajattelemattomuus		substantiivi	40
ajattelija		substantiivi	12
ajattelu		substantiivi	2
ajattelukyky		substantiivi	
ajattelukykyinen		adjektiivi	
ajattelutapa		substantiivi	
ajatteluttaa		verbi	53*C
ajattelutyÃ¶		substantiivi	
ajattomasti		adverbi	99
ajattomuus		substantiivi	40
ajatuksekas		adjektiivi	41*A
ajatuksellinen		adjektiivi	38
ajatuksellisesti		adverbi	99
ajatuksenjuoksu		substantiivi	
ajatuksenkulku		substantiivi	
ajatuksenriento		substantiivi	
ajatuksensiirto		substantiivi	
ajatuksenvapaus		substantiivi	
ajatukseton		adjektiivi	34*C
ajatuksettomasti		adverbi	99
ajatuksettomuus		substantiivi	40
â€‘ajatuksinen		adjektiivi	38
ajatus		substantiivi	39
ajatusharha		substantiivi	
ajatushautomo		substantiivi	
ajatuskatko		substantiivi	1
ajatusketju		substantiivi	
ajatuskoe		substantiivi	
ajatuskupla		substantiivi	
ajatuskuvio		substantiivi	
ajatusleikki		substantiivi	
ajatuslukko		substantiivi	
ajatusmaailma		substantiivi	
ajatusmylly		substantiivi	
ajatusrakennelma		substantiivi	
ajatussisÃ¤llys		substantiivi	
ajatussisÃ¤ltÃ¶		substantiivi	
ajatussuunta		substantiivi	
ajatustapa		substantiivi	
ajatustenlukija		substantiivi	
ajatustenluku		substantiivi	
ajatustensiirto		substantiivi	
ajatustenvaihto		substantiivi	
ajatustoiminta		substantiivi	
ajatustyÃ¶		substantiivi	
ajatusviiva		substantiivi	
ajatusvirhe		substantiivi	
ajatusvoimistelu		substantiivi	
ajatusyhteys		substantiivi	
ajautua		verbi	52*F
ajelehtia		verbi	61*F
ajella		verbi	67
ajelu		substantiivi	2
ajeluttaa		verbi	53*C
ajettavuus		substantiivi	40
ajettua		verbi	52*C
ajettuma		substantiivi	10
ajetuksissa		adverbi	99
ajo		substantiivi	1
ajoaika		substantiivi	9*D
ajoakku		substantiivi	
ajoankkuri		substantiivi	
ajoharjoittelu		substantiivi	
ajoharjoittelurata		substantiivi	
ajoissa		adverbi	99
ajoittaa		verbi	53*C
ajoittain		adverbi	99
ajoittainen		adjektiivi	38
ajoittaisuus		substantiivi	40
ajoittua		verbi	52*C
ajoitus		substantiivi	39
ajojahti		substantiivi	5*F
ajojÃ¤Ã¤		substantiivi	
ajokaista		substantiivi	
ajokas	1	substantiivi	41*A
ajokas	2	substantiivi	41*A
ajokeli		substantiivi	
ajokelpoinen		adjektiivi	
ajokielto		substantiivi	
ajokilometri		substantiivi	
ajokki		substantiivi	5*A
ajokoe		substantiivi	
ajokoira		substantiivi	
ajokoirametsÃ¤stys		substantiivi	
ajokortti		substantiivi	
ajokunto		substantiivi	
ajokuntoinen		adjektiivi	
ajokyky		substantiivi	
ajokykyinen		adjektiivi	
ajolanka		substantiivi	
ajolinja		substantiivi	
ajolÃ¤htÃ¶		substantiivi	
ajolÃ¤htÃ¶tilanne		substantiivi	
ajomatka		substantiivi	
ajomestari		substantiivi	
ajometsÃ¤stys		substantiivi	
ajomies		substantiivi	
ajomiina		substantiivi	
ajonestin		substantiivi	
ajonestolaite		substantiivi	
ajoneuvo		substantiivi	
ajoneuvovero		substantiivi	
ajoneuvoyhdistelmÃ¤		substantiivi	
ajonopeus		substantiivi	
ajonvakautusjÃ¤rjestelmÃ¤		substantiivi	
ajo-ohje		substantiivi	
ajo-oikeus		substantiivi	
ajo-ominaisuus		substantiivi	
ajo-opetus		substantiivi	
ajopeli		substantiivi	
ajopiirturi		substantiivi	
ajoporo		substantiivi	1
ajopuu		substantiivi	
ajopuuteoria		substantiivi	
ajopyynti		substantiivi	
ajopÃ¤ivÃ¤kirja		substantiivi	
ajorata		substantiivi	
ajos		substantiivi	39
ajosuunta		substantiivi	
ajotaito		substantiivi	
ajotekniikka		substantiivi	
ajoterveys		substantiivi	
ajotie		substantiivi	
ajotietokone		substantiivi	
ajotilanne		substantiivi	
ajoturvallisuus		substantiivi	
ajotutkinto		substantiivi	
ajoura		substantiivi	
ajovalot		substantiivi	
ajoverkko		substantiivi	
ajoviima		substantiivi	
ajovitsa		substantiivi	
ajuri		substantiivi	6
ajuruoho		substantiivi	
akaatti		substantiivi	5*C
akallinen		adjektiivi	38
akana		substantiivi	12
akankaali		substantiivi	
akankanto		substantiivi	1*J
akansieni		substantiivi	
akantti		substantiivi	5*C
akanvirta		substantiivi	
akasia		substantiivi	12
akateemikko		substantiivi	4*A
akateeminen		adjektiivi	38
akateemisesti		adverbi	99
akateemisuus		substantiivi	40
akatemia		substantiivi	12
akatemiaprofessori		substantiivi	
akatemiatutkija		substantiivi	
akileija		substantiivi	9
akilleenkantapÃ¤Ã¤		substantiivi	
akillesjÃ¤nne		substantiivi	
akka		substantiivi	9*A
akkainlehti		substantiivi	
akkamainen		adjektiivi	38
akkamaisesti		adverbi	99
akkamaisuus		substantiivi	40
akkautua		verbi	52*F
akkavalta		substantiivi	
akklimatisaatio		substantiivi	3
akklimatisoida		verbi	62
akklimatisointi		substantiivi	5*J
akklimatisoitua		verbi	52*F
akkommodaatio		substantiivi	3
akkommodaatiokyky		substantiivi	
akkreditoida		verbi	62
akkreditointi		substantiivi	5*J
akku		substantiivi	1*A
akkukÃ¤yttÃ¶inen		adjektiivi	
akkulaturi		substantiivi	
akkumulaattori		substantiivi	6
akkumuloitua		verbi	52*F
akkuna		substantiivi	12
akkusatiivi		substantiivi	5
akkutoiminen		adjektiivi	
akkuvÃ¤Ã¤nnin		substantiivi	
akne		substantiivi	8
akoittua		verbi	52*C
akordi		substantiivi	5
akrobaatti		substantiivi	5*C
akrobaattinen		adjektiivi	38
akrobatia		substantiivi	12
akrofobia		substantiivi	
akrohiihto		substantiivi	
akronyymi		substantiivi	5
akrylaatti		substantiivi	5*C
akryyli		substantiivi	6
akryylihappo		substantiivi	
akryylimaalaus		substantiivi	39
akryylimuovi		substantiivi	
akryylivÃ¤ri		substantiivi	
akseli		substantiivi	6
akselikuormitus		substantiivi	
â€‘akselinen		adjektiivi	38
akselintappi		substantiivi	
akselipaino		substantiivi	
akselisto		substantiivi	1
akseliteho		substantiivi	
akselivallat		substantiivi	
akselivÃ¤li		substantiivi	
aksentti		substantiivi	5*C
aksenttimerkki		substantiivi	
akseptantti		substantiivi	5*C
aksepti		substantiivi	5
akseptoida		verbi	62
aksiaalinen		adjektiivi	38
aksiaalisesti		adverbi	99
aksiaalisuus		substantiivi	40
aksiomaattinen		adjektiivi	38
aksiomaattisesti		adverbi	99
aksiomaattisuus		substantiivi	40
aksiomi		substantiivi	5
aksiooma		substantiivi	10
akti		substantiivi	5
aktiivat		substantiivi	13
aktiivi		substantiivi, adjektiivi	5
aktiivihiili		substantiivi	
aktiivihiilisuodatin		substantiivi	
aktiivijousitus		substantiivi	
aktiiviloma		substantiivi	
aktiivimuoto		substantiivi	
aktiivinen		adjektiivi	38
aktiivipalvelus		substantiivi	
aktiivisesti		adverbi	99
aktiivistaa		verbi	53
aktiivistua		verbi	52
aktiivisuus		substantiivi	40
aktiivisuusranneke		substantiivi	
aktiivisynnytys		substantiivi	
aktiiviupseeri		substantiivi	
aktiiviurheilija		substantiivi	
aktiivivÃ¤estÃ¶		substantiivi	
aktio		substantiivi	3
aktivismi		substantiivi	5
aktivisti		substantiivi	5
aktiviteetti		substantiivi	5*C
aktivoida		verbi	62
aktivointi		substantiivi	5*J
aktivoitua		verbi	52*F
aktori		substantiivi	6
aktuaalinen		adjektiivi	38
aktuaalisesti		adverbi	99
aktuaalistaa		verbi	53
aktuaalistua		verbi	52
aktuaalisuus		substantiivi	40
aktuaari		substantiivi	5
aktualisoida		verbi	62
aktualisointi		substantiivi	5*J
aktualisoitua		verbi	52*F
aktuelli		adjektiivi	5
akuhieronta		substantiivi	
akuhoito		substantiivi	
akunlaturi		substantiivi	
akupainanta		substantiivi	
akupiste		substantiivi	
akupunktio		substantiivi	
akupunktuuri		substantiivi	6
akupunktuurineula		substantiivi	
akupunktuuripiste		substantiivi	
akustiikka		substantiivi	9*A
akustiikkalevy		substantiivi	
akustinen		adjektiivi	38
akustisesti		adverbi	99
akusto		substantiivi	2
akustoida		verbi	62
akustointi		substantiivi	5*J
akuutisti		adverbi	99
akuutti		adjektiivi, substantiivi	5*C
akuuttinen		adjektiivi	38
akvaario		substantiivi	3
akvaariokala		substantiivi	
akvaariokasvi		substantiivi	
akvamariini		substantiivi	5
akvarelli		substantiivi	5
akvarelliliitu		substantiivi	
akvarellivÃ¤ri		substantiivi	
akvaristi		substantiivi	5
akvatinta		substantiivi	9
akvaviitti		substantiivi	5*C
Ã  la		prepositio	99
ala		substantiivi	9
alaâ€‘			
ala-arvoinen		adjektiivi	
ala-arvoisesti		adverbi	99
ala-arvoisuus		substantiivi	
ala-aste		substantiivi	
ala-asteelainen		adjektiivi, substantiivi	
ala-astelainen		adjektiivi, substantiivi	
alabasteri		substantiivi	6
Ã  la carte		adverbi, substantiivi	8
Ã  la carte â€‘annos		substantiivi	
aladobi		substantiivi	5
alahammas		substantiivi	
alahanka		substantiivi	
alaharvennus		substantiivi	
alahuone		substantiivi	
alahuuli		substantiivi	
alaikÃ¤inen		adjektiivi, substantiivi	
alaikÃ¤isyys		substantiivi	
alaikÃ¤raja		substantiivi	9
alaindeksi		substantiivi	
alainen		adjektiivi, substantiivi	38
alaisuus		substantiivi	40
alajuoksu		substantiivi	
alakansakoulu		substantiivi	
alakansi		substantiivi	
alakantissa		adverbi	99
alakanttiin		adverbi	99
alakautta		adverbi	
alakerros		substantiivi	
alakerta		substantiivi	
alakierre		substantiivi	
alakierrelyÃ¶nti		substantiivi	
alakierteinen		adjektiivi	
alakkain		adverbi	99
alakkainen		adjektiivi	38
alakohta		substantiivi	10*F
alakohtainen		adjektiivi	
alakoukku		substantiivi	
alakoulu		substantiivi	
alakoululainen		substantiivi	
alakulo		substantiivi	1
alakuloinen		adjektiivi	38
alakuloisesti		adverbi	99
alakuloisuus		substantiivi	40
alakulttuuri		substantiivi	
alakunta		substantiivi	
alakunto		substantiivi	
alakuntoinen		adjektiivi	
alakuntoisuus		substantiivi	
alakuu		substantiivi	
alakynnessÃ¤		adverbi	99
alakynteen		adverbi	99
alalaji		substantiivi	
alalanka		substantiivi	
alaleuka		substantiivi	
alaleukaluu		substantiivi	
alaliittymÃ¤		substantiivi	
alallaan		adverbi	99
alalleen		adverbi	99
alaluokka		substantiivi	10*A
alaluokkalainen		substantiivi	
alaluomi		substantiivi	
alamaa		substantiivi	
alamaailma		substantiivi	
alamaihin		adverbi	
alamainen		substantiivi, adjektiivi	38
alamaisesti		adverbi	99
alamaissa		adverbi	
alamaisuus		substantiivi	40
alamitta		substantiivi	
alamittainen		adjektiivi	
alamÃ¤ki		substantiivi	
alamÃ¤kiajo		substantiivi	
alamÃ¤kihidastin		substantiivi	
alamÃ¤kiluistelu		substantiivi	
alanko		substantiivi	1*G
alankomaalainen		adjektiivi, substantiivi	
alanne		substantiivi	48*J
alanumero		substantiivi	
alanurkka		substantiivi	
alanurkkalaukaus		substantiivi	
alaoksa		substantiivi	
alaosa		substantiivi	
alaosasto		substantiivi	
alaotsikko		substantiivi	
alapesu		substantiivi	
alapeti		substantiivi	
alapilvi		substantiivi	
alapinta		substantiivi	
alapohja		substantiivi	
alapuhelin		substantiivi	
alapuoli		substantiivi	
alapuolinen		adjektiivi	
alapuolisko		substantiivi	
alapÃ¤Ã¤		substantiivi	
alaraaja		substantiivi	
alaraja		substantiivi	9
alareuna		substantiivi	
alarivi		substantiivi	
alaruumis		substantiivi	
alaryhmÃ¤		substantiivi	
alas		adverbi	99
alasajo		substantiivi	
alaselkÃ¤		substantiivi	
alasin		substantiivi	33
alaskirjaus		substantiivi	
alaslaskettava		adjektiivi	10
alaspÃ¤in		adverbi	
alaspÃ¤inen		adjektiivi	
alaspÃ¤inmeno		substantiivi	
alassuin		adverbi	99
alassuinen		adjektiivi	
alasti		adverbi	99
alastomuus		substantiivi	40
alastomuuskulttuuri		substantiivi	
alaston		adjektiivi	34
alastonkuva		substantiivi	50
alastonmalli		substantiivi	50
alastontutkielma		substantiivi	50
alastulo		substantiivi	
alastulorinne		substantiivi	
alasuoja		substantiivi	10
alasuojus		substantiivi	
alasvetovalikko		substantiivi	
alasÃ¤nky		substantiivi	
alateitse		adverbi	
alati		adverbi	99
alatiesynnytys		substantiivi	
alatusten		adverbi	99
alatuuleen		adverbi	99
alatuulessa		adverbi	99
alatyyli		substantiivi	
alatyylinen		adjektiivi	
alava		adjektiivi	10
alavartalo		substantiivi	
alavartalolihavuus		substantiivi	
alavatsa		substantiivi	
alaviistoon		adverbi	
alaviistossa		adverbi	
alaviistosta		adverbi	
alaviite		substantiivi	
alaviiva		substantiivi	
alavireinen		adjektiivi	
alavireisyys		substantiivi	
alavirta		substantiivi	
alavuus		substantiivi	40
alayksikkÃ¶		substantiivi	
alaÃ¤Ã¤ni		substantiivi	
alba		substantiivi	9
albaani		substantiivi	6
albania		substantiivi	12
albanialainen		adjektiivi, substantiivi	38
albanian kieli			
albatrossi		substantiivi	5
albedo		substantiivi	1
albiino		substantiivi, adjektiivi	2
albinismi		substantiivi	5
albumi		substantiivi	6
albumiini		substantiivi	5
al dente		adverbi	99
ale	1	substantiivi	8
ale	2	substantiivi	8
alekkain		adverbi	99
aleksanterinleivos		substantiivi	
aleksanterintorttu		substantiivi	
aleksitymia		substantiivi	12
aleksityymikko		substantiivi	4*A
aleksityyminen		adjektiivi	38
alemma		adverbi	99
alemmaksi		adverbi	99
alemmas		adverbi	99
alemmuudentunne		substantiivi	
alemmuus		substantiivi	40
alemmuuskompleksi		substantiivi	
alempaa		adverbi	99
alempana		adverbi	99
alempi		adjektiivi	16*H
alempiarvoinen		adjektiivi	
alenema		substantiivi	10
aleneva		adjektiivi	10
alennus		substantiivi	39
alennushalli		substantiivi	5
alennushinta		substantiivi	
alennuskoodi		substantiivi	
alennuskuponki		substantiivi	
alennuslippu		substantiivi	
alennusmerkki		substantiivi	
alennusmyynti		substantiivi	
alennustavaratalo		substantiivi	
alennustila		substantiivi	
alennustuote		substantiivi	
alennusvaihde		substantiivi	
alentaa		verbi	54*J
alentava		adjektiivi	10
alentua		verbi	52*J
alentuva		adjektiivi	10
alentuvainen		adjektiivi	38
alentuvaisesti		adverbi	99
alentuvaisuus		substantiivi	40
alentuvasti		adverbi	99
alentuvuus		substantiivi	40
aleta		verbi	72
aletusten		adverbi	99
aleutin kieli			
aleutti		substantiivi	5*C
alfa		substantiivi	9
alfa-alfa		substantiivi	100
alfahiukkanen		substantiivi	
alfalfa		substantiivi	9
alfanaaras		substantiivi	
alfanumeerinen		adjektiivi	
alfasÃ¤teet		substantiivi	
alfasÃ¤teily		substantiivi	
alfauros		substantiivi	
algebra		substantiivi	11
algebrallinen		adjektiivi	38
algoritmi		substantiivi	5
alhaalla		adverbi	99
alhaalle		adverbi	99
alhaalta		adverbi	99
alhainen		adjektiivi, substantiivi	38
alhaisaateli		substantiivi	
alhaisesti		adverbi	99
alhaiso		substantiivi	2
alhaissukuinen		adjektiivi	
alhaissÃ¤Ã¤tyinen		adjektiivi	
alhaisuus		substantiivi	40
alho		substantiivi	1
ali		postpositio, adverbi	99
aliâ€‘			
aliarvioida		verbi	
aliarviointi		substantiivi	
aliarvostaa		verbi	
aliarvostus		substantiivi	
alias		adverbi	99
alibi		substantiivi	5
aliedustettu		adjektiivi	1*C
aliedustus		substantiivi	
alien		substantiivi	6
alihallinto		substantiivi	
alihankinta		substantiivi	
alihankkija		substantiivi	
alihinta		substantiivi	
alijohtaja		substantiivi	
alijÃ¤Ã¤htyÃ¤		verbi	
alijÃ¤Ã¤mÃ¤		substantiivi	
alijÃ¤Ã¤mÃ¤inen		adjektiivi	38
alikaliiperiammus		substantiivi	
alikasvos		substantiivi	39
alikehittynyt		adjektiivi	
alikersantti		substantiivi	
alikriittinen		adjektiivi	
alikulku		substantiivi	
alikulkutunneli		substantiivi	
alikÃ¤ytÃ¤vÃ¤		substantiivi	
aliluutnantti		substantiivi	
alilÃ¤mpÃ¶		substantiivi	
alimitoittaa		verbi	
alimittainen		adjektiivi	
alimma		adverbi	99
alimmainen		adjektiivi	38
alimmaksi		adverbi	99
alimmas		adverbi	99
alimmillaan		adverbi	99
alimmilleen		adverbi	99
alimpana		adverbi	99
alin		adjektiivi	36
alinen		adjektiivi	38
alinomaa		adverbi	99
alinomainen		adjektiivi	38
alinopeus		substantiivi	
alio		substantiivi	3
aliohjautuva		adjektiivi	10
aliohjautuvuus		substantiivi	
alioikeus		substantiivi	
alipaine		substantiivi	
alipaineinen		adjektiivi	
alipaino		substantiivi	
alipainoinen		adjektiivi	
alipainoisuus		substantiivi	
alipalkattu		adjektiivi	1*C
alipalkkainen		adjektiivi	
alipalkkaisuus		substantiivi	
alipalkkaus		substantiivi	
aliperÃ¤mies		substantiivi	
alipukeutua		verbi	
alipÃ¤Ã¤llikkÃ¶		substantiivi	
alipÃ¤Ã¤llystÃ¶		substantiivi	
alipÃ¤Ã¤sihteeri		substantiivi	
aliravitsemus		substantiivi	
aliravittu		adjektiivi	1*C
alistaa		verbi	53
alisteinen		adjektiivi	38
alisteisuus		substantiivi	40
alistua		verbi	52
alistus		substantiivi	39
alistuskonjunktio		substantiivi	
alistussuhde		substantiivi	
alistuva		adjektiivi	10
alistuvainen		adjektiivi	38
alistuvaisuus		substantiivi	40
alistuvuus		substantiivi	40
alisuorittaa		verbi	
alisuorittaja		substantiivi	
alisuoriutua		verbi	
alisuoriutuja		substantiivi	10
alitajuinen		adjektiivi	
alitajunta		substantiivi	
alitehoinen		adjektiivi	
alitse		postpositio, adverbi	99
alittaa		verbi	53*C
alittua		verbi	52*C
alituinen		adjektiivi	38
alituiseen		adverbi	99
alituisesti		adverbi	99
alituotanto		substantiivi	
alitus		substantiivi	39
alitusten		adverbi	99
alityÃ¶llisyys		substantiivi	
aliupseeri		substantiivi	
aliupseerikoulu		substantiivi	
aliupseerinarvo		substantiivi	
aliupseeristo		substantiivi	
aliurakka		substantiivi	
aliurakoida		verbi	
aliurakointi		substantiivi	
aliurakoitsija		substantiivi	
alivakuuttaa		verbi	
alivakuutus		substantiivi	
alivalottaa		verbi	
alivalottua		verbi	
alivalotus		substantiivi	
alivaltiosihteeri		substantiivi	
alivoima		substantiivi	
alivoimainen		adjektiivi	
alivoimaisuus		substantiivi	
alivoimapeli		substantiivi	
alivuokralainen		substantiivi	
alivuokrasuhde		substantiivi	
alkaa		verbi	56*D
alkaen		postpositio, prepositio	99
alkaja		substantiivi	10
alkajaiset		substantiivi	38
alkajaisjuhla		substantiivi	
alkali		substantiivi	6
alkalimetalli		substantiivi	
alkalinen		adjektiivi	38
alkaliparisto		substantiivi	
alkalisuola		substantiivi	
alkalisuus		substantiivi	40
alkaloidi		substantiivi	5
alkamisaika		substantiivi	9*D
alkamispÃ¤ivÃ¤		substantiivi	
alkeellinen		adjektiivi	38
alkeellisesti		adverbi	99
alkeellisuus		substantiivi	40
alkeet		substantiivi	48
alkeisâ€‘			
alkeishiukkanen		substantiivi	
alkeisjuuri		substantiivi	26
alkeiskirja		substantiivi	
alkeiskurssi		substantiivi	
alkeislehti		substantiivi	
alkeisopetus		substantiivi	
alkeisopinnot		substantiivi	
alkeisrihma		substantiivi	
alkeissilmu		substantiivi	
alkeistiedot		substantiivi	
alkeistumainen		substantiivi, adjektiivi	
alkeistumallinen		adjektiivi, substantiivi	
alkeisvaraus		substantiivi	
alkeisvarsi		substantiivi	
alkemia		substantiivi	12
alkemisti		substantiivi	5
alkio		substantiivi	3
alkiokalvo		substantiivi	
alkiolainen		adjektiivi, substantiivi	38
alkiolaisuus		substantiivi	40
alkionsiirto		substantiivi	
alkkarit		substantiivi	6
alkkis		substantiivi	39
alkoholi		substantiivi	5
alkoholihumala		substantiivi	
alkoholijuoma		substantiivi	
alkoholikassa		substantiivi	
alkoholikÃ¤yminen		substantiivi	
alkoholilainsÃ¤Ã¤dÃ¤ntÃ¶		substantiivi	
alkoholimyrkytys		substantiivi	
alkoholimyymÃ¤lÃ¤		substantiivi	
alkoholinkÃ¤yttÃ¶		substantiivi	
alkoholiongelma		substantiivi	
alkoholiongelmainen		adjektiivi, substantiivi	
alkoholipitoinen		adjektiivi	
alkoholipitoisuus		substantiivi	
alkoholipolitiikka		substantiivi	
alkoholiprosentti		substantiivi	
alkoholiriippuvainen		substantiivi, adjektiivi	
alkoholiriippuvuus		substantiivi	
alkoholismi		substantiivi	5
alkoholisoitua		verbi	52*F
alkoholisti		substantiivi	5
alkoholistihuolto		substantiivi	
alkoholiton		adjektiivi	34*C
alkoholivaurio		substantiivi	
alkolukko		substantiivi	
alkometri		substantiivi	5
alkovi		substantiivi	5
alku		substantiivi	1*D
alkuaan		adverbi	99
alkuaika		substantiivi	9*D
alkuaine		substantiivi	
alkuaste		substantiivi	
alkuasukas		substantiivi	
alkuasukasheimo		substantiivi	
alkucocktail		substantiivi	
alkudrinkki		substantiivi	
alkueliÃ¶		substantiivi	
alkuelÃ¤in		substantiivi	
alkuerÃ¤		substantiivi	
alkuhÃ¤rkÃ¤		substantiivi	
alkuihminen		substantiivi	
alkuilta		substantiivi	
â€‘alkuinen		adjektiivi	38
alkuisin		adverbi	99
alkujaan		adverbi	99
alkujakso		substantiivi	
alkujuoma		substantiivi	
alkujuuri		substantiivi	26
alkukankeus		substantiivi	
alkukantainen		adjektiivi	
alkukantaisesti		adverbi	99
alkukantaisuus		substantiivi	
